cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
01,AGUASCALIENTES,2019-04,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,01007,RINCÓN DE ROMOS,1,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_CON_VIDA,HOMBRE,01001,AGUASCALIENTES,26,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_CON_VIDA,MUJER,01001,AGUASCALIENTES,30,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_CON_VIDA,HOMBRE,01003,CALVILLO,1,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_CON_VIDA,HOMBRE,01004,COSÍO,1,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_CON_VIDA,HOMBRE,01005,JESÚS MARÍA,1,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_CON_VIDA,MUJER,01005,JESÚS MARÍA,2,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_CON_VIDA,HOMBRE,01009,TEPEZALA,1,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_CON_VIDA,MUJER,01011,SAN FRANCISCO DE LOS ROMO,1,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_SIN_VIDA,HOMBRE,01001,AGUASCALIENTES,2,2026-07-09
01,AGUASCALIENTES,2019-04,LOCALIZADA_SIN_VIDA,MUJER,01001,AGUASCALIENTES,1,2026-07-09
