cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
17,MORELOS,2017-09,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,17007,CUERNAVACA,2,2026-07-09
17,MORELOS,2017-09,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,17007,CUERNAVACA,1,2026-07-09
17,MORELOS,2017-09,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,17008,EMILIANO ZAPATA,2,2026-07-09
17,MORELOS,2017-09,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,17009,HUITZILAC,2,2026-07-09
17,MORELOS,2017-09,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,17018,TEMIXCO,3,2026-07-09
17,MORELOS,2017-09,LOCALIZADA_CON_VIDA,HOMBRE,17007,CUERNAVACA,3,2026-07-09
17,MORELOS,2017-09,LOCALIZADA_CON_VIDA,MUJER,17007,CUERNAVACA,2,2026-07-09
17,MORELOS,2017-09,LOCALIZADA_CON_VIDA,MUJER,17011,JIUTEPEC,2,2026-07-09
17,MORELOS,2017-09,LOCALIZADA_CON_VIDA,HOMBRE,17018,TEMIXCO,1,2026-07-09
17,MORELOS,2017-09,LOCALIZADA_CON_VIDA,MUJER,17018,TEMIXCO,4,2026-07-09
17,MORELOS,2017-09,LOCALIZADA_CON_VIDA,HOMBRE,17028,XOCHITEPEC,2,2026-07-09
17,MORELOS,2017-09,LOCALIZADA_CON_VIDA,MUJER,17028,XOCHITEPEC,1,2026-07-09
17,MORELOS,2017-09,LOCALIZADA_SIN_VIDA,HOMBRE,17018,TEMIXCO,1,2026-07-09
